"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
7.8,"x64","10.0.20348","CVE-2023-21558","2023-08-10T05:36:36+00:00","CVE-2023-21558 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21558"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21558""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-21557","2023-08-10T05:36:36+00:00","CVE-2023-21557 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21557"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21557""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21556","2023-08-10T05:36:36+00:00","CVE-2023-21556 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21556"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21556""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21555","2023-08-10T05:36:36+00:00","CVE-2023-21555 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21555"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21555""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
9.8,"x64","10.0.20348","CVE-2023-21554","2023-08-10T05:36:36+00:00","CVE-2023-21554 affects Windows Server 2022","KB5025230 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21554"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21554""]","2023-04-19",0,"Critical","2023-04-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-21552","2023-08-10T05:36:36+00:00","CVE-2023-21552 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21552"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21552""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-21551","2023-08-10T05:36:36+00:00","CVE-2023-21551 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21551"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21551""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-21550","2023-08-10T05:36:36+00:00","CVE-2023-21550 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21550"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21550""]","2023-04-27",0,"Medium","2023-01-10","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2023-21549","2023-08-10T05:36:36+00:00","CVE-2023-21549 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21549"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21549""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21548","2023-08-10T05:36:36+00:00","CVE-2023-21548 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21548"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21548""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-21547","2023-08-10T05:36:36+00:00","CVE-2023-21547 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21547"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21547""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21546","2023-08-10T05:36:36+00:00","CVE-2023-21546 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21546"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21546""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21543","2023-08-10T05:36:36+00:00","CVE-2023-21543 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21543"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21543""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-21541","2023-08-10T05:36:36+00:00","CVE-2023-21541 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21541"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21541""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2023-21540","2023-08-10T05:36:36+00:00","CVE-2023-21540 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21540"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21540""]","2023-04-27",0,"Medium","2023-01-10","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-21539","2023-08-10T05:36:36+00:00","CVE-2023-21539 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21539"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21539""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-21537","2023-08-10T05:36:36+00:00","CVE-2023-21537 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21537"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21537""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
4.7,"x64","10.0.20348","CVE-2023-21536","2023-08-10T05:36:36+00:00","CVE-2023-21536 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21536"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21536""]","2023-04-27",0,"Medium","2023-01-10","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2023-21535","2023-08-10T05:36:36+00:00","CVE-2023-21535 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21535"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21535""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7,"x64","10.0.20348","CVE-2023-21532","2023-08-10T05:36:36+00:00","CVE-2023-21532 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21532"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21532""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2023-21527","2023-08-10T05:36:36+00:00","CVE-2023-21527 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21527"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21527""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
7.4,"x64","10.0.20348","CVE-2023-21526","2023-08-10T05:36:36+00:00","CVE-2023-21526 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21526"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21526""]","2023-07-13",0,"High","2023-07-11","Windows Server 2022"
5.3,"x64","10.0.20348","CVE-2023-21525","2023-08-10T05:36:36+00:00","CVE-2023-21525 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21525"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21525""]","2023-04-27",0,"Medium","2023-01-10","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2023-21524","2023-08-10T05:36:36+00:00","CVE-2023-21524 affects Windows Server 2022","KB5022291 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21524"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21524""]","2023-04-27",0,"High","2023-01-10","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-44707","2023-08-10T05:36:36+00:00","CVE-2022-44707 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44707"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44707""]","2023-03-10",0,"Medium","2022-12-13","Windows Server 2022"
5.4,"x64","10.0.20348","CVE-2022-44698","2023-08-10T05:36:36+00:00","CVE-2022-44698 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44698"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44698""]","2023-08-08",0,"Medium","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44689","2023-08-10T05:36:36+00:00","CVE-2022-44689 affects Windows Server 2022","KB5021249 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-44689"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44689""]","2022-12-16",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44683","2023-08-10T05:36:36+00:00","CVE-2022-44683 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44683"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44683""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
6.8,"x64","10.0.20348","CVE-2022-44682","2023-08-10T05:36:36+00:00","CVE-2022-44682 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44682"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44682""]","2023-03-10",0,"Medium","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44681","2023-08-10T05:36:36+00:00","CVE-2022-44681 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44681"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44681""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44680","2023-08-10T05:36:36+00:00","CVE-2022-44680 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44680"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44680""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-44679","2023-08-10T05:36:36+00:00","CVE-2022-44679 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44679"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44679""]","2023-03-10",0,"Medium","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44678","2023-08-10T05:36:36+00:00","CVE-2022-44678 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44678"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44678""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44677","2023-08-10T05:36:36+00:00","CVE-2022-44677 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44677"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44677""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-44676","2023-08-10T05:36:36+00:00","CVE-2022-44676 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44676"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44676""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44675","2023-08-10T05:36:36+00:00","CVE-2022-44675 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44675"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44675""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-44674","2023-08-10T05:36:36+00:00","CVE-2022-44674 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44674"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44674""]","2023-03-10",0,"Medium","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44671","2023-08-10T05:36:36+00:00","CVE-2022-44671 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44671"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44671""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-44670","2023-08-10T05:36:36+00:00","CVE-2022-44670 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44670"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44670""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-44669","2023-08-10T05:36:36+00:00","CVE-2022-44669 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44669"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44669""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44668","2023-08-10T05:36:36+00:00","CVE-2022-44668 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44668"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44668""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44667","2023-08-10T05:36:36+00:00","CVE-2022-44667 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44667"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44667""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-44666","2023-08-10T05:36:36+00:00","CVE-2022-44666 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-44666"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44666""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-41128","2023-08-10T05:36:36+00:00","CVE-2022-41128 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41128""]","2023-08-08",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41125","2023-08-10T05:36:36+00:00","CVE-2022-41125 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41125"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41125""]","2023-08-08",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41121","2023-08-10T05:36:36+00:00","CVE-2022-41121 affects Windows Server 2022","KB5021249 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41121"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41121""]","2022-12-15",0,"High","2022-12-13","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-41118","2023-08-10T05:36:36+00:00","CVE-2022-41118 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41118"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41118""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-41114","2023-08-10T05:36:36+00:00","CVE-2022-41114 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41114"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41114""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41113","2023-08-10T05:36:37+00:00","CVE-2022-41113 affects Windows Server 2022","KB5022303 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41113"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41113""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41109","2023-08-10T05:36:37+00:00","CVE-2022-41109 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41109"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41109""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41102","2023-08-10T05:36:37+00:00","CVE-2022-41102 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41102"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41102""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41101","2023-08-10T05:36:37+00:00","CVE-2022-41101 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41101"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41101""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41100","2023-08-10T05:36:37+00:00","CVE-2022-41100 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41100"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41100""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-41097","2023-08-10T05:36:37+00:00","CVE-2022-41097 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41097"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41097""]","2023-03-10",0,"Medium","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41096","2023-08-10T05:36:37+00:00","CVE-2022-41096 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41096"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41096""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41095","2023-08-10T05:36:37+00:00","CVE-2022-41095 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41095"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41095""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41094","2023-08-10T05:36:37+00:00","CVE-2022-41094 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41094"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41094""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41093","2023-08-10T05:36:37+00:00","CVE-2022-41093 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41093"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41093""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41092","2023-08-10T05:36:37+00:00","CVE-2022-41092 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41092"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41092""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
5.4,"x64","10.0.20348","CVE-2022-41091","2023-08-10T05:36:37+00:00","CVE-2022-41091 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41091"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41091""]","2023-08-08",0,"Medium","2022-11-09","Windows Server 2022"
5.9,"x64","10.0.20348","CVE-2022-41090","2023-08-10T05:36:37+00:00","CVE-2022-41090 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41090"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41090""]","2023-03-10",0,"Medium","2022-11-09","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-41088","2023-08-10T05:36:37+00:00","CVE-2022-41088 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41088"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41088""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
6.4,"x64","10.0.20348","CVE-2022-41086","2023-08-10T05:36:37+00:00","CVE-2022-41086 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41086"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41086""]","2023-03-10",0,"Medium","2022-11-09","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-41081","2023-08-10T05:36:37+00:00","CVE-2022-41081 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41081"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41081""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41077","2023-08-10T05:36:37+00:00","CVE-2022-41077 affects Windows Server 2022","KB5021249 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41077"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41077""]","2023-03-10",0,"High","2022-12-13","Windows Server 2022"
8.5,"x64","10.0.20348","CVE-2022-41076","2023-08-10T05:36:37+00:00","CVE-2022-41076 affects Windows Server 2022","KB5021249 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41076"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41076""]","2022-12-15",0,"High","2022-12-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41073","2023-08-10T05:36:37+00:00","CVE-2022-41073 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41073"",""http://packetstormsecurity.com/files/174528/Microsoft-Windows-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41073""]","2023-09-06",0,"High","2022-11-09","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-41058","2023-08-10T05:36:37+00:00","CVE-2022-41058 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41058"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41058""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41057","2023-08-10T05:36:37+00:00","CVE-2022-41057 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41057"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41057""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-41056","2023-08-10T05:36:37+00:00","CVE-2022-41056 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41056"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41056""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-41055","2023-08-10T05:36:37+00:00","CVE-2022-41055 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41055"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41055""]","2023-03-10",0,"Medium","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41054","2023-08-10T05:36:37+00:00","CVE-2022-41054 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41054"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41054""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-41053","2023-08-10T05:36:37+00:00","CVE-2022-41053 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41053"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41053""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41052","2023-08-10T05:36:37+00:00","CVE-2022-41052 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41052"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41052""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41050","2023-08-10T05:36:37+00:00","CVE-2022-41050 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41050"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41050""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
5.4,"x64","10.0.20348","CVE-2022-41049","2023-08-10T05:36:37+00:00","CVE-2022-41049 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41049"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41049""]","2023-08-08",0,"Medium","2022-11-09","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-41048","2023-08-10T05:36:37+00:00","CVE-2022-41048 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41048"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41048""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-41047","2023-08-10T05:36:37+00:00","CVE-2022-41047 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41047"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41047""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41045","2023-08-10T05:36:37+00:00","CVE-2022-41045 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41045"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41045""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
