"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
8.1,"x64","10.0.20348","CVE-2022-41039","2023-08-10T05:36:37+00:00","CVE-2022-41039 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41039"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41039""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-41033","2023-08-10T05:36:37+00:00","CVE-2022-41033 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-41033"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41033""]","2023-08-08",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38051","2023-08-10T05:36:37+00:00","CVE-2022-38051 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38051"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38051""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38050","2023-08-10T05:36:37+00:00","CVE-2022-38050 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38050"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38050""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-38047","2023-08-10T05:36:37+00:00","CVE-2022-38047 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38047"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38047""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-38046","2023-08-10T05:36:37+00:00","CVE-2022-38046 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38046"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38046""]","2023-02-10",0,"High","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-38045","2023-08-10T05:36:37+00:00","CVE-2022-38045 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38045"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38045""]","2022-12-05",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38044","2023-08-10T05:36:37+00:00","CVE-2022-38044 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38044"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38044""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-38043","2023-08-10T05:36:37+00:00","CVE-2022-38043 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38043"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38043""]","2022-11-14",0,"Medium","2022-10-11","Windows Server 2022"
7.1,"x64","10.0.20348","CVE-2022-38042","2023-08-10T05:36:37+00:00","CVE-2022-38042 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38042"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38042""]","2022-12-15",0,"High","2022-10-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-38041","2023-08-10T05:36:37+00:00","CVE-2022-38041 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38041"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38041""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-38040","2023-08-10T05:36:37+00:00","CVE-2022-38040 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38040"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38040""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38039","2023-08-10T05:36:37+00:00","CVE-2022-38039 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38039"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38039""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38038","2023-08-10T05:36:37+00:00","CVE-2022-38038 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38038"",""http://packetstormsecurity.com/files/169805/Windows-Kernel-Long-Registry-Path-Memory-Corruption.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38038""]","2023-01-19",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38037","2023-08-10T05:36:37+00:00","CVE-2022-38037 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38037"",""http://packetstormsecurity.com/files/169791/Windows-Kernel-Type-Confusion-Memory-Corruption.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38037""]","2022-11-09",0,"High","2022-10-11","Windows Server 2022"
7.5,"x64","10.0.20348","CVE-2022-38036","2023-08-10T05:36:37+00:00","CVE-2022-38036 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38036"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38036""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-38034","2023-08-10T05:36:37+00:00","CVE-2022-38034 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38034"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38034""]","2022-11-14",0,"High","2022-10-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-38033","2023-08-10T05:36:37+00:00","CVE-2022-38033 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38033"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38033""]","2022-10-12",0,"Medium","2022-10-11","Windows Server 2022"
6.6,"x64","10.0.20348","CVE-2022-38032","2023-08-10T05:36:37+00:00","CVE-2022-38032 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38032"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38032""]","2022-12-15",0,"Medium","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-38031","2023-08-10T05:36:37+00:00","CVE-2022-38031 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38031"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38031""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
4.3,"x64","10.0.20348","CVE-2022-38030","2023-08-10T05:36:37+00:00","CVE-2022-38030 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38030"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38030""]","2022-10-12",0,"Medium","2022-10-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-38029","2023-08-10T05:36:38+00:00","CVE-2022-38029 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38029"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38029""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38028","2023-08-10T05:36:38+00:00","CVE-2022-38028 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38028"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38028""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-38027","2023-08-10T05:36:38+00:00","CVE-2022-38027 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38027"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38027""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-38026","2023-08-10T05:36:38+00:00","CVE-2022-38026 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38026"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38026""]","2022-10-12",0,"Medium","2022-10-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-38025","2023-08-10T05:36:38+00:00","CVE-2022-38025 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38025"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38025""]","2022-10-12",0,"Medium","2022-10-11","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-38023","2023-08-10T05:36:38+00:00","CVE-2022-38023 affects Windows Server 2022","KB5028171 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38023"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38023""]","2023-08-18",0,"High","2022-11-09","Windows Server 2022"
3.3,"x64","10.0.20348","CVE-2022-38022","2023-08-10T05:36:38+00:00","CVE-2022-38022 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38022"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38022""]","2022-11-14",0,"Low","2022-10-11","Windows Server 2022"
7,"x64","10.0.20348","CVE-2022-38021","2023-08-10T05:36:38+00:00","CVE-2022-38021 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38021"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38021""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-38016","2023-08-10T05:36:38+00:00","CVE-2022-38016 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38016"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38016""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
6.5,"x64","10.0.20348","CVE-2022-38006","2023-08-10T05:36:38+00:00","CVE-2022-38006 affects Windows Server 2022","KB5017316 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38006"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38006""]","2023-08-08",0,"Medium","2022-09-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38005","2023-08-10T05:36:38+00:00","CVE-2022-38005 affects Windows Server 2022","KB5017316 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38005"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38005""]","2023-04-11",0,"High","2022-09-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38004","2023-08-10T05:36:38+00:00","CVE-2022-38004 affects Windows Server 2022","KB5017316 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38004"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38004""]","2023-04-11",0,"High","2022-09-13","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-38003","2023-08-10T05:36:38+00:00","CVE-2022-38003 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38003"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38003""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
8.1,"x64","10.0.20348","CVE-2022-38000","2023-08-10T05:36:38+00:00","CVE-2022-38000 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38000"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38000""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37999","2023-08-10T05:36:38+00:00","CVE-2022-37999 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37999"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37999""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
7.7,"x64","10.0.20348","CVE-2022-37998","2023-08-10T05:36:38+00:00","CVE-2022-37998 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37998"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37998""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37997","2023-08-10T05:36:38+00:00","CVE-2022-37997 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37997"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37997""]","2022-10-13",0,"High","2022-10-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-37996","2023-08-10T05:36:38+00:00","CVE-2022-37996 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37996"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37996""]","2022-10-12",0,"Medium","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37995","2023-08-10T05:36:38+00:00","CVE-2022-37995 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37995"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37995""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37994","2023-08-10T05:36:38+00:00","CVE-2022-37994 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37994"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37994""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37993","2023-08-10T05:36:38+00:00","CVE-2022-37993 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37993"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37993""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37992","2023-08-10T05:36:38+00:00","CVE-2022-37992 affects Windows Server 2022","KB5019080 patch is not installed","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37992"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37992""]","2023-03-10",0,"High","2022-11-09","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37991","2023-08-10T05:36:38+00:00","CVE-2022-37991 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37991"",""http://packetstormsecurity.com/files/169807/Windows-Kernel-Long-Registry-Key-Value-Out-Of-Bounds-Read.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37991""]","2023-01-19",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37990","2023-08-10T05:36:38+00:00","CVE-2022-37990 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37990"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37990""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37989","2023-08-10T05:36:38+00:00","CVE-2022-37989 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37989"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37989""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37988","2023-08-10T05:36:38+00:00","CVE-2022-37988 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37988"",""http://packetstormsecurity.com/files/169731/Windows-Kernel-Registry-Use-After-Free.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37988""]","2022-12-09",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37987","2023-08-10T05:36:38+00:00","CVE-2022-37987 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37987"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37987""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37986","2023-08-10T05:36:38+00:00","CVE-2022-37986 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37986"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37986""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
5.5,"x64","10.0.20348","CVE-2022-37985","2023-08-10T05:36:38+00:00","CVE-2022-37985 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37985"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37985""]","2023-08-08",0,"Medium","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37984","2023-08-10T05:36:38+00:00","CVE-2022-37984 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37984"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37984""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
7.8,"x64","10.0.20348","CVE-2022-37983","2023-08-10T05:36:38+00:00","CVE-2022-37983 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37983"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37983""]","2022-10-12",0,"High","2022-10-11","Windows Server 2022"
8.8,"x64","10.0.20348","CVE-2022-37982","2023-08-10T05:36:38+00:00","CVE-2022-37982 affects Windows Server 2022","KB5018421 patch is not installed","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-37982"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37982""]","2023-08-08",0,"High","2022-10-11","Windows Server 2022"
